gsc_impressions,gsc_avg_position,gsc_clicks,reason_code,reason_description,action_rank,content_archetype,operational_workflow,decay_half_life_days,refresh_trigger
960,3.761458333333333,9,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7466,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
960,15.705208333333333,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7467,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
960,4.629166666666666,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7468,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
960,3.372916666666667,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7469,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
960,2.8604166666666666,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7470,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
960,5.425,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7471,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,5.565172054223149,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7472,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,7.712200208550573,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7473,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,3.2742440041710115,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7474,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,50.281543274244,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7475,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,1.1178310740354536,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7476,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,6.6047966631908235,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7477,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,2.402502606882169,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7478,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,4.566214807090719,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7479,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,4.907194994786235,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7480,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,4.093847758081335,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7481,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,4.036496350364963,11,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7482,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,6.005213764337852,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7483,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,5.331595411887383,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7484,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
959,4.199165797705944,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7485,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,4.979123173277662,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7486,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,27.82776617954071,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7487,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,3.0615866388308977,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7488,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,1.8883089770354906,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7489,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,3.8903966597077244,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7490,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,3.394572025052192,19,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7491,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,4.876826722338205,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7492,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,43.29540709812109,4,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7493,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,15.534446764091857,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7494,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,0.5657620041753654,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7495,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,19.674321503131523,3,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7496,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
958,4.8058455114822545,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7497,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,16.022988505747126,6,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7498,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,25.897596656217345,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7499,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,27.037617554858933,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7500,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,3.4231974921630095,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7501,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,2.6666666666666665,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7502,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,4.80355276907001,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7503,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,4.0,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7504,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,1.3510971786833856,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7505,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,8.806687565308255,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7506,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,29.105538140020897,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7507,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,3.361546499477534,9,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7508,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,5.149425287356322,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7509,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,11.96342737722048,13,COMPLIANCE_FLAG,Irregular traffic pattern detected; requires human editorial review.,7510,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
957,40.65308254963428,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7511,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,39.92468619246862,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7512,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,38.51046025104603,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7513,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,28.40376569037657,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7514,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,3.74581589958159,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7515,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,4.0282426778242675,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7516,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,4.964435146443515,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7517,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,3.0763598326359833,8,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7518,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,2.9884937238493725,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7519,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,4.301255230125523,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7520,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,4.485355648535565,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7521,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,28.30857740585774,4,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7522,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,4.600418410041841,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7523,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,14.960251046025105,3,LOW_YIELD_ARCHIVE,Low projected return; defer or archive content piece.,7524,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,3.5930962343096233,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7525,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,3.0972803347280333,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7526,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,31.768828451882847,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7527,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
956,7.367154811715481,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7528,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,7.6,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7529,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,2.2146596858638743,9,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7530,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,7.391623036649214,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7531,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,6.156020942408377,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7532,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,27.354973821989528,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7533,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,3.5225130890052356,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7534,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,27.25759162303665,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7535,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,4.9141361256544505,8,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7536,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,4.794764397905759,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7537,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,5.061780104712042,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7538,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,15.361256544502618,3,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7539,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,3.2460732984293195,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7540,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,5.060732984293193,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7541,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,12.718324607329842,0,LOW_YIELD_ARCHIVE,Low projected return; defer or archive content piece.,7542,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,1.6795811518324608,6,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7543,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,13.796858638743455,4,LOW_YIELD_ARCHIVE,Low projected return; defer or archive content piece.,7544,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,2.926701570680628,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7545,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,3.77696335078534,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7546,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
955,4.096335078534032,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7547,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
954,3.0943396226415096,7,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7548,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
954,1.6142557651991614,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7549,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
954,1.8626834381551363,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7550,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
954,4.568134171907757,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7551,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
954,29.428721174004192,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7552,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
954,4.929769392033543,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7553,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
954,3.8731656184486374,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7554,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
953,3.3273871983210914,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7555,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
953,19.528856243441762,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7556,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
953,1.3861490031479538,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7557,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
953,33.90556138509969,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7558,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
953,27.527806925498425,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7559,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
953,5.546694648478489,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7560,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
953,5.030430220356768,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7561,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
953,3.3200419727177333,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7562,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
953,6.133263378803777,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7563,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
953,1.2151101783840503,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7564,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
952,28.06827731092437,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7565,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
952,7.050420168067227,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7566,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
952,5.063025210084033,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7567,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
952,4.364495798319328,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7568,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
952,26.407563025210084,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7569,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
952,4.199579831932773,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7570,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
952,37.589285714285715,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7571,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
952,4.921218487394958,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7572,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
952,3.907563025210084,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7573,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
952,6.3539915966386555,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7574,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,4.290220820189274,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7575,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,4.927444794952681,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7576,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,9.116719242902208,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7577,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,5.614090431125131,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7578,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,4.558359621451104,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7579,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,3.5846477392218716,6,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7580,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,3.17875920084122,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7581,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,12.83806519453207,3,LOW_YIELD_ARCHIVE,Low projected return; defer or archive content piece.,7582,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,5.172450052576235,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7583,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,1.5751840168243953,14,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7584,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,3.177707676130389,12,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7585,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,2.949526813880126,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7586,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,4.619348054679285,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7587,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,2.9505783385909568,6,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7588,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,23.934805467928495,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,7589,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,3.3859095688748684,9,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7590,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
951,4.327024185068349,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7591,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,5.150526315789474,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7592,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,4.806315789473684,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7593,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
950,1.8663157894736842,6,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,7594,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
